log_id,employee_code,employee_name,department,method,action,device_id,device_name,check_time,location,gps_lat,gps_lng,confidence
"LOG-1-0128","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:26:03","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0129","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:28:42","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0130","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:37:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0131","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:37:42","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0132","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:41:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0133","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:42:46","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0134","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 07:42:55","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0135","EMP-2012","Đỗ Thị M 12","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","08/01/2026 07:53:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0136","EMP-2011","Trịnh Văn L 11","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","08/01/2026 08:02:50","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0137","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 08:08:13","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0138","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","08/01/2026 08:10:37","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0139","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 17:04:09","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0140","EMP-2012","Đỗ Thị M 12","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","08/01/2026 17:09:59","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0141","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 17:14:27","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0142","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 17:30:00","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0143","EMP-2011","Trịnh Văn L 11","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","08/01/2026 17:52:19","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0144","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 17:59:48","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0145","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:09:10","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0146","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:28:30","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0147","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:32:26","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0148","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:55:27","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0149","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:56:16","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0150","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","08/01/2026 18:58:04","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0151","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:15:08","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0152","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:15:48","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0153","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:31:19","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0154","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:36:10","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0155","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:37:04","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0156","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:45:36","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0157","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:51:27","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0158","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:55:47","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0159","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:56:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0160","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:56:45","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0161","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 07:59:53","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0162","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","09/01/2026 08:13:59","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0163","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:05:56","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0164","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:18:00","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0165","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:19:09","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0166","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:31:42","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0167","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:47:31","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0168","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 17:56:50","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0169","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:07:47","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0170","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:18:31","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0171","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:20:44","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0172","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:24:30","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0173","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:38:39","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0174","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","09/01/2026 18:45:24","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0175","EMP-2010","Lý Thị K 10","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","10/01/2026 07:37:03","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0176","EMP-2010","Lý Thị K 10","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","10/01/2026 17:36:11","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0177","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 07:15:23","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0178","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","12/01/2026 07:16:55","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0179","EMP-2013","Hồ Văn N 13","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","12/01/2026 07:27:05","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0180","EMP-2011","Trịnh Văn L 11","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","12/01/2026 07:29:49","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0181","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 07:46:48","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0182","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 07:48:02","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0183","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 07:48:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0184","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 07:51:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0185","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 08:02:37","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0186","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 08:07:28","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0187","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","12/01/2026 08:11:26","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0188","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 17:05:12","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0189","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 17:10:19","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0190","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 17:14:18","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0191","EMP-2013","Hồ Văn N 13","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","12/01/2026 17:23:15","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0192","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 17:34:10","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0193","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 17:42:16","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0194","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","12/01/2026 17:58:08","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0195","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 18:00:42","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0196","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 18:07:59","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0197","EMP-2011","Trịnh Văn L 11","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","12/01/2026 18:13:51","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0198","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","12/01/2026 18:54:12","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0199","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:23:58","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0200","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","13/01/2026 07:34:12","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0201","EMP-2004","Phạm Thị D 4","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","13/01/2026 07:39:48","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0202","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:40:59","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0203","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:47:51","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0204","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:49:32","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0205","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:51:07","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0206","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 07:52:20","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0207","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 08:02:58","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0208","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 08:03:22","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0209","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 08:03:46","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0210","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","13/01/2026 08:13:38","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0211","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:09:14","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0212","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:18:30","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0213","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:42:09","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0214","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:42:55","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0215","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:43:49","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0216","EMP-2008","Bùi Thị H 8","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","13/01/2026 17:45:39","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0217","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 17:55:08","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0218","EMP-2004","Phạm Thị D 4","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","13/01/2026 17:58:53","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0219","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 18:22:48","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0220","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 18:37:32","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0221","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 18:48:36","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0222","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","13/01/2026 18:52:48","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0223","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:26:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0224","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:44:01","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0225","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:53:18","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0226","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:54:14","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0227","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:55:00","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0228","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","14/01/2026 07:56:55","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0229","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 07:57:15","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0230","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 08:04:33","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0231","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 08:06:31","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0232","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","14/01/2026 08:10:40","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0233","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 17:07:43","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0234","EMP-2013","Hồ Văn N 13","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 17:22:25","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0235","EMP-2014","Huỳnh Thị O 14","Engineering","Ứng dụng Di động","Giờ ra","DEV-01","Điện thoại cá nhân","14/01/2026 17:26:19","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0236","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 17:39:02","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0237","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 17:41:24","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0238","EMP-2003","Lê Văn C 3","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 17:43:47","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0239","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 18:19:11","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0240","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 18:30:37","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0241","EMP-2007","Đặng Văn G 7","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 18:36:59","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0242","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ ra","DEV-01","Máy quét cổng chính","14/01/2026 18:44:52","Văn phòng chính","10.7626","106.6601","0.98"
"LOG-1-0243","EMP-2012","Đỗ Thị M 12","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:16:57","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0244","EMP-2003","Lê Văn C 3","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","15/01/2026 07:40:11","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0245","EMP-2004","Phạm Thị D 4","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:42:57","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0246","EMP-2014","Huỳnh Thị O 14","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:48:01","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0247","EMP-2007","Đặng Văn G 7","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","15/01/2026 07:48:48","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0248","EMP-2002","Trần Thị B 2","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:49:35","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0249","EMP-2008","Bùi Thị H 8","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:49:43","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0250","EMP-2010","Lý Thị K 10","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:52:20","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0251","EMP-2011","Trịnh Văn L 11","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 07:58:30","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0252","EMP-2001","Nguyễn Văn A 1 (Test)","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 08:04:27","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0253","EMP-2015","Dương Văn P 15","Engineering","Nhận diện Khuôn mặt","Giờ vào","DEV-01","Máy quét cổng chính","15/01/2026 08:13:05","Văn phòng chính","10.7626","106.6601","0.99"
"LOG-1-0254","EMP-2013","Hồ Văn N 13","Engineering","Ứng dụng Di động","Giờ vào","DEV-01","Điện thoại cá nhân","15/01/2026 08:14:06","Văn phòng chính","10.7626","106.6601","0.99"
