log_id,employee_code,employee_name,method,action,device_id,device_name,check_time,location
L1499,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:10:00,HCM
L1500,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:54:00,HCM
L1501,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:00:00,HCM
L1502,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:54:00,HCM
L1503,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:01:00,HCM
L1504,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:59:00,HCM
L1505,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:03:00,HCM
L1506,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:54:00,HCM
L1507,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:07:00,HCM
L1508,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:57:00,HCM
L1509,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:12:00,HCM
L1510,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 08:28:00,HCM
L1511,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:02:00,HCM
L1512,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:51:00,HCM
L1513,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:06:00,HCM
L1514,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 08:31:00,HCM
L1515,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:06:00,HCM
L1516,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:55:00,HCM
L1517,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:09:00,HCM
L1518,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 08:00:00,HCM
L1519,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 17:05:00,HCM
L1520,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckIn,D01,Main Gate,2026-01-09 07:54:00,HCM
L1521,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckOut,D01,Main Gate,2026-01-09 16:26:00,HCM
L1522,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:51:00,HCM
L1523,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1524,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:50:00,HCM
L1525,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1526,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:04:00,HCM
L1527,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:03:00,HCM
L1528,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1529,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:09:00,HCM
L1530,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1531,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:04:00,HCM
L1532,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1533,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:03:00,HCM
L1534,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1535,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:03:00,HCM
L1536,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:52:00,HCM
L1537,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1538,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:51:00,HCM
L1539,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1540,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1541,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1542,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1543,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:07:00,HCM
L1544,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:57:00,HCM
L1545,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1546,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1547,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1548,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:54:00,HCM
L1549,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1550,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:50:00,HCM
L1551,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1552,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:57:00,HCM
L1553,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1554,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:56:00,HCM
L1555,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:03:00,HCM
L1556,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1557,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:03:00,HCM
L1558,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1559,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1560,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1561,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:12:00,HCM
L1562,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:54:00,HCM
L1563,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1564,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:56:00,HCM
L1565,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:01:00,HCM
L1566,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:51:00,HCM
L1567,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1568,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:52:00,HCM
L1569,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:14:00,HCM
L1570,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1571,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1572,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:54:00,HCM
L1573,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1574,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1575,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:10:00,HCM
L1576,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1577,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1578,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:50:00,HCM
L1579,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1580,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1581,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:04:00,HCM
L1582,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1583,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:07:00,HCM
L1584,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:04:00,HCM
L1585,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:00:00,HCM
L1586,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1587,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:00:00,HCM
L1588,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1589,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:11:00,HCM
L1590,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:51:00,HCM
L1591,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:07:00,HCM
L1592,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:54:00,HCM
L1593,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1594,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1595,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1596,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:59:00,HCM
L1597,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:57:00,HCM
L1598,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:00:00,HCM
L1599,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1600,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:14:00,HCM
L1601,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1602,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:10:00,HCM
L1603,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:51:00,HCM
L1604,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1605,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:04:00,HCM
L1606,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:07:00,HCM
L1607,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:59:00,HCM
L1608,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1609,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:53:00,HCM
L1610,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1611,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1612,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1613,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1614,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1615,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1616,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1617,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1618,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:12:00,HCM
L1619,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:58:00,HCM
L1620,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1621,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1622,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1623,EMP-2076,Nguyß╗àn V─ân 76,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:50:00,HCM
L1624,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:52:00,HCM
L1625,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:10:00,HCM
L1626,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:59:00,HCM
L1627,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:01:00,HCM
L1628,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:04:00,HCM
L1629,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1630,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:58:00,HCM
L1631,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:07:00,HCM
L1632,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1633,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1634,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:55:00,HCM
L1635,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1636,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1637,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1638,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1639,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:13:00,HCM
L1640,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:59:00,HCM
L1641,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:04:00,HCM
L1642,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1643,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:11:00,HCM
L1644,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:03:00,HCM
L1645,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:05:00,HCM
L1646,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:56:00,HCM
L1647,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:06:00,HCM
L1648,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1649,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1650,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:11:00,HCM
L1651,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1652,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:14:00,HCM
L1653,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:00:00,HCM
L1654,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:04:00,HCM
L1655,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:01:00,HCM
L1656,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:02:00,HCM
L1657,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 07:53:00,HCM
L1658,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:12:00,HCM
L1659,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckIn,D01,Main Gate,2026-01-10 08:02:00,HCM
L1660,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckOut,D01,Main Gate,2026-01-10 17:08:00,HCM
L1661,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:50:00,HCM
L1662,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:04:00,HCM
L1663,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:00:00,HCM
L1664,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 16:59:00,HCM
L1665,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:04:00,HCM
L1666,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:02:00,HCM
L1667,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:32:00,HCM
L1668,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:02:00,HCM
L1669,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:52:00,HCM
L1670,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:11:00,HCM
L1671,EMP-2001,Nguyß╗àn V─ân 1,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:56:00,HCM
L1672,EMP-2001,Nguyß╗àn V─ân 1,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:12:00,HCM
L1673,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:59:00,HCM
L1674,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:10:00,HCM
L1675,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:53:00,HCM
L1676,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:06:00,HCM
L1677,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:02:00,HCM
L1678,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:13:00,HCM
L1679,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:54:00,HCM
L1680,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 16:43:00,HCM
L1681,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:00:00,HCM
L1682,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:02:00,HCM
L1683,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:01:00,HCM
L1684,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:14:00,HCM
L1685,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:50:00,HCM
L1686,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 16:23:00,HCM
L1687,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:04:00,HCM
L1688,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:07:00,HCM
L1689,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:57:00,HCM
L1690,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:03:00,HCM
L1691,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:57:00,HCM
L1692,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:14:00,HCM
L1693,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:51:00,HCM
L1694,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:03:00,HCM
L1695,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:02:00,HCM
L1696,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:14:00,HCM
L1697,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:51:00,HCM
L1698,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 16:19:00,HCM
L1699,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:57:00,HCM
L1700,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:06:00,HCM
L1701,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:02:00,HCM
L1702,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:00:00,HCM
L1703,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:57:00,HCM
L1704,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:10:00,HCM
L1705,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:52:00,HCM
L1706,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:01:00,HCM
L1707,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 07:51:00,HCM
L1708,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckOut,D01,Main Gate,2026-01-12 17:10:00,HCM
L1709,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-12 08:24:00,HCM
